rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3707.0,How <b>happy</b> are you right now?,0.6843853820598007,ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-html-vas-response,45,799665,0.0-45.0-0.0,,,,62b5fea64b239d91783414ff,09:42:21,03/04/2024
5534.700000000186,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,html-keyboard-response,46,805201,0.0-45.0-1.0,,,,62b5fea64b239d91783414ff,09:42:21,03/04/2024
10081.800000000047,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-rest-trial-limit,47,815799,0.0-45.0-2.0,0.0,,,62b5fea64b239d91783414ff,09:42:21,03/04/2024
5791.0,,"{""Q0"":""Average""}",ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-evan-quiz,48,822863,0.0-45.0-3.0,,[2],memory,62b5fea64b239d91783414ff,09:42:21,03/04/2024
8178.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.8887043189368771,ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-html-vas-response,49,832054,0.0-45.0-4.0,,,engagement1,62b5fea64b239d91783414ff,09:42:21,03/04/2024
7858.0,,"{""Q0"":""A little""}",ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-evan-quiz,50,841190,0.0-45.0-5.0,,[2],engagement2,62b5fea64b239d91783414ff,09:42:21,03/04/2024
28043.800000000047,,{'Q0': 'yeah my phone started ringing'},ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-survey-text,51,869997,0.0-45.0-6.0,,,engagement3,62b5fea64b239d91783414ff,09:42:21,03/04/2024
28764.0,,"{""Q0"":""Same room + Same computer""}",ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-evan-quiz,52,900043,0.0-45.0-7.0,,[0],environment1,62b5fea64b239d91783414ff,09:42:21,03/04/2024
13656.399999999907,,{'Q0': 'it was fine'},ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-survey-text,53,914455,0.0-45.0-8.0,,,comment1,62b5fea64b239d91783414ff,09:42:21,03/04/2024
1487.0999999998603,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,html-keyboard-response,209,1575108,0.0-47.0-0.0,,,,62b5fea64b239d91783414ff,09:42:21,03/04/2024
5722.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.41029900332225916,ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-html-vas-response,210,1582351,0.0-47.0-1.0,,,state_stress,62b5fea64b239d91783414ff,09:42:21,03/04/2024
12324.0,,"{""Q0"":""Good""}",ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-evan-quiz,211,1595952,0.0-47.0-2.0,,[1],sleep1,62b5fea64b239d91783414ff,09:42:21,03/04/2024
6857.0,,"{""Q0"":""More sleep""}",ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-evan-quiz,212,1603576,0.0-47.0-3.0,,[1],sleep2,62b5fea64b239d91783414ff,09:42:21,03/04/2024
7281.0,,"{""Q0"":""Good""}",ediBu56oJGfohOPojdReEn66hPg1,ediBu56oJGfohOPojdReEn66hPg1,delaylearn,survey,lmdlab-evan-quiz,213,1611624,0.0-47.0-4.0,,[1],sleep3,62b5fea64b239d91783414ff,09:42:21,03/04/2024
