rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
4397.0,How <b>happy</b> are you right now?,0.044284697026211385,72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-html-vas-response,45,533577,0.0-45.0-0.0,,,,655509818aa2ed735957565c,09:00:32,03/04/2024
1042.8999999999069,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,html-keyboard-response,46,534626,0.0-45.0-1.0,,,,655509818aa2ed735957565c,09:00:32,03/04/2024
19713.300000000047,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-rest-trial-limit,47,554842,0.0-45.0-2.0,0.0,,,655509818aa2ed735957565c,09:00:32,03/04/2024
4254.0,,"{""Q0"":""Easy""}",72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-evan-quiz,48,560362,0.0-45.0-3.0,,[1],memory,655509818aa2ed735957565c,09:00:32,03/04/2024
7478.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.9470685971991455,72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-html-vas-response,49,568855,0.0-45.0-4.0,,,engagement1,655509818aa2ed735957565c,09:00:32,03/04/2024
29226.0,,"{""Q0"":""Yes""}",72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-evan-quiz,50,599340,0.0-45.0-5.0,,[0],engagement2,655509818aa2ed735957565c,09:00:32,03/04/2024
8440.29999999993,,{'Q0': 'nope'},72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-survey-text,51,608533,0.0-45.0-6.0,,,engagement3,655509818aa2ed735957565c,09:00:32,03/04/2024
10743.0,,"{""Q0"":""Same room + Same computer""}",72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-evan-quiz,52,620537,0.0-45.0-7.0,,[0],environment1,655509818aa2ed735957565c,09:00:32,03/04/2024
10653.70000000007,,{'Q0': 'it was awesome'},72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-survey-text,53,631950,0.0-45.0-8.0,,,comment1,655509818aa2ed735957565c,09:00:32,03/04/2024
2884.399999999907,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,html-keyboard-response,209,1412904,0.0-47.0-0.0,,,,655509818aa2ed735957565c,09:00:32,03/04/2024
4985.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.8797938354074124,72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-html-vas-response,210,1419409,0.0-47.0-1.0,,,state_stress,655509818aa2ed735957565c,09:00:32,03/04/2024
5874.0,,"{""Q0"":""Average""}",72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-evan-quiz,211,1426545,0.0-47.0-2.0,,[2],sleep1,655509818aa2ed735957565c,09:00:32,03/04/2024
6110.0,,"{""Q0"":""Average""}",72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-evan-quiz,212,1433411,0.0-47.0-3.0,,[2],sleep2,655509818aa2ed735957565c,09:00:32,03/04/2024
7928.0,,"{""Q0"":""Poor""}",72XV1XzAzTgC4ElXg6gmJOOBFyB2,72XV1XzAzTgC4ElXg6gmJOOBFyB2,delaylearn,survey,lmdlab-evan-quiz,213,1442101,0.0-47.0-4.0,,[3],sleep3,655509818aa2ed735957565c,09:00:32,03/04/2024
