rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3837.0,How <b>happy</b> are you right now?,0.8568672082751612,3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-html-vas-response,45,461914,0.0-45.0-0.0,,,,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
1425.7000000029802,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,html-keyboard-response,46,463342,0.0-45.0-1.0,,,,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
3724.7999999970198,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-rest-trial-limit,47,467582,0.0-45.0-2.0,0.0,,,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
6594.0,,"{""Q0"":""Average""}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-evan-quiz,48,475444,0.0-45.0-3.0,,[2],memory,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
3250.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.9919222023141083,3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-html-vas-response,49,479716,0.0-45.0-4.0,,,engagement1,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
3888.0,,"{""Q0"":""Yes""}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-evan-quiz,50,484883,0.0-45.0-5.0,,[0],engagement2,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
10447.29999999702,,{'Q0': 'No instances of inattention or distraction.'},3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-survey-text,51,496096,0.0-45.0-6.0,,,engagement3,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
4405.0,,"{""Q0"":""Same room + Same computer""}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-evan-quiz,52,501769,0.0-45.0-7.0,,[0],environment1,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
33045.29999999702,,"{'Q0': 'I enjoyed how there was a lot of vibrant colour in each picture and not every picture was the same, each had their own different aspect to it.'}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-survey-text,53,535572,0.0-45.0-8.0,,,comment1,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
1290.5999999940395,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,html-keyboard-response,209,959832,0.0-47.0-0.0,,,,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
5253.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.10841045340029618,3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-html-vas-response,210,966603,0.0-47.0-1.0,,,state_stress,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
3090.0,,"{""Q0"":""Very good""}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-evan-quiz,211,970968,0.0-47.0-2.0,,[0],sleep1,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
5371.0,,"{""Q0"":""Less""}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-evan-quiz,212,977096,0.0-47.0-3.0,,[3],sleep2,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
2651.0,,"{""Q0"":""Good""}",3r5BiuUtZYbByOV77SgdxiBJRCW2,3r5BiuUtZYbByOV77SgdxiBJRCW2,delaylearn,survey,lmdlab-evan-quiz,213,980511,0.0-47.0-4.0,,[1],sleep3,65e6238e5774c7e869f5defd,10:35:48,03/04/2024
