rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3962.0,How <b>happy</b> are you right now?,0.6444444444444445,TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-html-vas-response,42,275925,0.0-42.0-0.0,,,,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
1980.699999988079,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,html-keyboard-response,43,277907,0.0-42.0-1.0,,,,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
3148.0,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-rest-trial-limit,44,281557,0.0-42.0-2.0,0.0,,,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
2641.0,,"{""Q0"":""Very difficult to remember""}",TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-evan-quiz,45,285459,0.0-42.0-3.0,,[4],memory,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
4527.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.8571552579365079,TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-html-vas-response,46,290992,0.0-42.0-4.0,,,engagement1,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
3861.0,,"{""Q0"":""Yes""}",TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-evan-quiz,47,296109,0.0-42.0-5.0,,[0],engagement2,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
7344.0,,{'Q0': 'None'},TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-survey-text,48,304210,0.0-42.0-6.0,,,engagement3,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
3905.0,,"{""Q0"":""Same room + Same computer""}",TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-evan-quiz,49,309374,0.0-42.0-7.0,,[0],environment1,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
12864.199999988079,,{'Q0': 'I couldnt spot any patterns between lucky and unlucky'},TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-survey-text,50,322991,0.0-42.0-8.0,,,comment1,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
892.0,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,html-keyboard-response,206,758360,0.0-44.0-0.0,,,,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
2131.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.3476190476190476,TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-html-vas-response,207,762000,0.0-44.0-1.0,,,state_stress,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
2474.0,,"{""Q0"":""Good""}",TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-evan-quiz,208,765735,0.0-44.0-2.0,,[1],sleep1,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
2160.0,,"{""Q0"":""Average""}",TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-evan-quiz,209,768650,0.0-44.0-3.0,,[2],sleep2,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
3064.0,,"{""Q0"":""Very good""}",TDVrE9orAgfqBGWMBmOkCjBEfli1,TDVrE9orAgfqBGWMBmOkCjBEfli1,delaylearn,survey,lmdlab-evan-quiz,210,772470,0.0-44.0-4.0,,[0],sleep3,62e023ae6d022e4d7bfc5db1,09:36:07,07/03/2024
