rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3334.0,How <b>happy</b> are you right now?,0.5828924162257496,5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-html-vas-response,45,467632,0.0-45.0-0.0,,,,576fc3462984e70001a97fc3,23:00:31,03/04/2024
1623.6000001430511,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,html-keyboard-response,46,469259,0.0-45.0-1.0,,,,576fc3462984e70001a97fc3,23:00:31,03/04/2024
4826.200000047684,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-rest-trial-limit,47,474589,0.0-45.0-2.0,0.0,,,576fc3462984e70001a97fc3,23:00:31,03/04/2024
8453.0,,"{""Q0"":""Difficult""}",5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-evan-quiz,48,484303,0.0-45.0-3.0,,[3],memory,576fc3462984e70001a97fc3,23:00:31,03/04/2024
6036.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.9673859126984127,5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-html-vas-response,49,491344,0.0-45.0-4.0,,,engagement1,576fc3462984e70001a97fc3,23:00:31,03/04/2024
7581.0,,"{""Q0"":""Yes""}",5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-evan-quiz,50,500181,0.0-45.0-5.0,,[0],engagement2,576fc3462984e70001a97fc3,23:00:31,03/04/2024
9679.099999904633,,{'Q0': 'None'},5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-survey-text,51,510616,0.0-45.0-6.0,,,engagement3,576fc3462984e70001a97fc3,23:00:31,03/04/2024
20224.0,,"{""Q0"":""Different BUILDING + Same computer""}",5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-evan-quiz,52,532100,0.0-45.0-7.0,,[4],environment1,576fc3462984e70001a97fc3,23:00:31,03/04/2024
30814.299999952316,,{'Q0': 'I enjoyed trying to recall but it was hard!'},5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-survey-text,53,563670,0.0-45.0-8.0,,,comment1,576fc3462984e70001a97fc3,23:00:31,03/04/2024
1525.5,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,html-keyboard-response,209,1111346,0.0-47.0-0.0,,,,576fc3462984e70001a97fc3,23:00:31,03/04/2024
3084.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.4488536155202822,5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-html-vas-response,210,1115943,0.0-47.0-1.0,,,state_stress,576fc3462984e70001a97fc3,23:00:31,03/04/2024
4505.0,,"{""Q0"":""Average""}",5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-evan-quiz,211,1121707,0.0-47.0-2.0,,[2],sleep1,576fc3462984e70001a97fc3,23:00:31,03/04/2024
3910.0,,"{""Q0"":""Less""}",5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-evan-quiz,212,1126373,0.0-47.0-3.0,,[3],sleep2,576fc3462984e70001a97fc3,23:00:31,03/04/2024
5044.0,,"{""Q0"":""Poor""}",5CuEMs98BcNGzXOazBOcWXY6pJ72,5CuEMs98BcNGzXOazBOcWXY6pJ72,delaylearn,survey,lmdlab-evan-quiz,213,1132174,0.0-47.0-4.0,,[3],sleep3,576fc3462984e70001a97fc3,23:00:31,03/04/2024
