rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
4469.0,How <b>happy</b> are you right now?,0.9799382716049383,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-html-vas-response,42,545137,0.0-42.0-0.0,,,,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
4134.70000000298,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,html-keyboard-response,43,549275,0.0-42.0-1.0,,,,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
5037.30000000447,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-rest-trial-limit,44,554828,0.0-42.0-2.0,0.0,,,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
8614.0,,"{""Q0"":""Average""}",S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-evan-quiz,45,564710,0.0-42.0-3.0,,[2],memory,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
3708.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.9737654320987654,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-html-vas-response,46,569431,0.0-42.0-4.0,,,engagement1,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
5016.0,,"{""Q0"":""Yes""}",S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-evan-quiz,47,575723,0.0-42.0-5.0,,[0],engagement2,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
10227.30000000447,,{'Q0': 'Not at all'},S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-survey-text,48,586718,0.0-42.0-6.0,,,engagement3,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
13190.0,,"{""Q0"":""Same room + Same computer""}",S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-evan-quiz,49,601187,0.0-42.0-7.0,,[0],environment1,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
54777.0,,{'Q0': 'I enjoy the fact that I have to remember the task done earlier before'},S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-survey-text,50,656731,0.0-42.0-8.0,,,comment1,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
7332.70000000298,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,html-keyboard-response,206,1593985,0.0-44.0-0.0,,,,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
9887.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.012369791666666666,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-html-vas-response,207,1605407,0.0-44.0-1.0,,,state_stress,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
5219.0,,"{""Q0"":""Very good""}",S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-evan-quiz,208,1611906,0.0-44.0-2.0,,[0],sleep1,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
7379.0,,"{""Q0"":""More sleep""}",S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-evan-quiz,209,1620048,0.0-44.0-3.0,,[1],sleep2,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
6840.0,,"{""Q0"":""Very good""}",S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,S6UfGbhrc4ZJGVHsYxqJVXZ1yuw2,delaylearn,survey,lmdlab-evan-quiz,210,1627655,0.0-44.0-4.0,,[0],sleep3,657421f9661ce9a8cd7482d1,00:35:01,07/03/2024
