rt,stimulus,response,subjectID,databaseID,exp_name,exp_stage,trial_type,trial_index,time_elapsed,internal_node_id,rest_warning,choice_idxs,q_name,prolificID,start_time,date
3063.0,How <b>happy</b> are you right now?,0.7179783259272481,2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-html-vas-response,42,569032,0.0-42.0-0.0,,,,6543af72769aacc0bf14521e,17:30:52,06/03/2024
1514.1000001430511,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Next, there are a few questions about the task.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,html-keyboard-response,43,570548,0.0-42.0-1.0,,,,6543af72769aacc0bf14521e,17:30:52,06/03/2024
3523.7999999523163,"<p style='font-size: 4rem; line-height: 1.3'>The following questions are very important for our scientific<br>research, but they will not affect your compensation in any way.<br><br>We would appreciate it if you respond honestly!<br><br><br><br></p>",,2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-rest-trial-limit,44,574582,0.0-42.0-2.0,0.0,,,6543af72769aacc0bf14521e,17:30:52,06/03/2024
8336.0,,"{""Q0"":""Average""}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-evan-quiz,45,584193,0.0-42.0-3.0,,[2],memory,6543af72769aacc0bf14521e,17:30:52,06/03/2024
5702.0,"<p style=""line-height: 1.3;"">How engaged and focused were you during this task?</p>",0.9533419572174657,2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-html-vas-response,46,590909,0.0-42.0-4.0,,,engagement1,6543af72769aacc0bf14521e,17:30:52,06/03/2024
4639.0,,"{""Q0"":""Yes""}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-evan-quiz,47,596820,0.0-42.0-5.0,,[0],engagement2,6543af72769aacc0bf14521e,17:30:52,06/03/2024
5614.699999809265,,{'Q0': 'none'},2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-survey-text,48,603196,0.0-42.0-6.0,,,engagement3,6543af72769aacc0bf14521e,17:30:52,06/03/2024
7402.0,,"{""Q0"":""Same room + Same computer""}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-evan-quiz,49,611873,0.0-42.0-7.0,,[0],environment1,6543af72769aacc0bf14521e,17:30:52,06/03/2024
24460.5,,"{'Q0': 'At first, the screen was slightly too big so had to scroll down.'}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-survey-text,50,637097,0.0-42.0-8.0,,,comment1,6543af72769aacc0bf14521e,17:30:52,06/03/2024
3204.0999999046326,"<p style='font-size: 4rem; line-height: 1.3'>Great!<br><br>Finally, there are a four short questions about stress, sleep, and the overall experiment.<br><br></p><p style='font-size: 3.4rem; line-height: 1.3; color: blue;'><br><br>*Press the space bar to begin*</p>", ,2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,html-keyboard-response,206,1105741,0.0-44.0-0.0,,,,6543af72769aacc0bf14521e,17:30:52,06/03/2024
7510.0,"<p style='font-size: 3.4rem; line-height: 1.4'>How would you rate your current stress level?<br><br>Use the scale below, with 1 being the least<br>stressed and 10 being the most stressed:</p><br><br>",0.16628082104525996,2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-html-vas-response,207,1114767,0.0-44.0-1.0,,,state_stress,6543af72769aacc0bf14521e,17:30:52,06/03/2024
3950.0,,"{""Q0"":""Good""}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-evan-quiz,208,1119994,0.0-44.0-2.0,,[1],sleep1,6543af72769aacc0bf14521e,17:30:52,06/03/2024
4030.0,,"{""Q0"":""Average""}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-evan-quiz,209,1124785,0.0-44.0-3.0,,[2],sleep2,6543af72769aacc0bf14521e,17:30:52,06/03/2024
5711.0,,"{""Q0"":""Good""}",2fjnPA8JtQXy0kNKNMqttBW48cb2,2fjnPA8JtQXy0kNKNMqttBW48cb2,delaylearn,survey,lmdlab-evan-quiz,210,1131253,0.0-44.0-4.0,,[1],sleep3,6543af72769aacc0bf14521e,17:30:52,06/03/2024
