"trial_type","trial_index","time_elapsed","internal_node_id","participant","rt","stimulus","response","exp_name","exp_stage","test_part","subjectID","databaseID","counterbal","choice_stimuli_1","choice_stimuli_2","pattern_stimuli","rewarded_answer","correct_answer","feedback_duration_times","stim_left","stim_right","pair","leftright_counter","trial","response_correct","response_rewarded","chosen_stim","counter","displayed_choice","feedback_durations","ITI_duration","labels","rest_warning"
"pavlovia","0","573","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","1","3578","0.0-1.0","","null","<div style=""font-size:100px;"">+</div>","null","delaylearn","learning","pre_fixation","5c5844d8dd470300014ee3f1","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","4722","0.0-2.0-0.0","","1142.0999999046326","<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>","f","delaylearn","learning","trial","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","5","images/demo_images/choice_trial_2.png","images/demo_images/choice_trial_1.png","images/demo_images/pattern_1.png","j","j","3000","2","1","20","1","1","0","0","2","0","","","","",""
"html-keyboard-response","3","5728","0.0-2.0-1.0","","null","<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>","null","delaylearn","learning","display_response","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","chosen stimuli: images/demo_images/choice_trial_2.png","","","",""
"html-keyboard-response","4","8731","0.0-2.0-2.0","","null","","null","delaylearn","learning","feedback_duration_window","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","","3000","","",""
"html-keyboard-response","5","10242","0.0-2.0-3.0","","null","<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: red;'>0 points!</span><br><br></div>","null","delaylearn","learning","feedback_image_window","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","6","12183","0.0-3.0","","null","<div style=""font-size:100px;"">+</div>","null","delaylearn","learning","ITI","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","","","1936","",""
"html-keyboard-response","7","13026","0.0-4.0-0.0","","840.2999999523163","<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>","j","delaylearn","learning","trial","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","5","images/demo_images/choice_trial_2.png","images/demo_images/choice_trial_1.png","images/demo_images/pattern_1.png","j","j","3000","2","1","20","1","2","1","1","1","10","","","","",""
"html-keyboard-response","8","14037","0.0-4.0-1.0","","null","<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-left:608px;""></div></div>","null","delaylearn","learning","display_response","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","chosen stimuli: images/demo_images/choice_trial_1.png","","","",""
"html-keyboard-response","9","17044","0.0-4.0-2.0","","null","","null","delaylearn","learning","feedback_duration_window","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","","3000","","",""
"html-keyboard-response","10","18555","0.0-4.0-3.0","","null","<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>","null","delaylearn","learning","feedback_image_window","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","20420","0.0-5.0","","null","<div style=""font-size:100px;"">+</div>","null","delaylearn","learning","ITI","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","","","","","","","","","","","","","","","","","","","1864","",""
"html-keyboard-response","12","21803","0.0-6.0-0.0","","1380.9000000953674","<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px;""></div></div>","f","delaylearn","learning","trial","5c5844d8dd470300014ee3f1","PLXYpjF7dOQrX9uLH8yHRIB1x8g2","5","images/demo_images/choice_trial_1.png","images/demo_images/choice_trial_2.png","images/demo_images/pattern_1.png","j","f","3000","1","2","20","0","3","1","0","1","10","","","","",""
