rt,stimulus,response,exp_name,exp_stage,subjectID,trial_type,trial_index,time_elapsed,internal_node_id,ospan_shown,ospan_total,ospan_abs,length,resp_actual,resp_correct,full_correct,num_correct,feedback,accuracy,correct,prolificID,start_time,date
,"<div style=""font-size: 10rem; color: #0000FF"">P</div>",,ospan,letter,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,66,527721,0.0-46.0-0.0-2.0-3.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
4096.5,"<div class = numbox><p style=""font-size: 2.4rem"">Please recall the letters you saw to the best of your ability. If you do not remember a particular letter, use the SKIP button.<br><b>(When you are ready to lock in your answer, press ENTER)</b></p><button id = button_1 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>C</div></div></button><button id = button_2 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>G</div></div></button><button id = button_3 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>H</div></div></button><button id = button_4 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>J</div></div></button><button id = button_5 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>K</div></div></button><button id = button_6 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>L</div></div></button><button id = button_7 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>N</div></div></button><button id = button_8 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>P</div></div></button><button id = button_9 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>Q</div></div></button><button id = button_10 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>R</div></div></button><button id = button_11 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>S</div></div></button><button id = button_12 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>Y</div></div></button><button class = clear_button id = ""ClearButton"" onclick = ""clearResponse()"">BACKSPACE</button><button class = blank_button id = ""BlankButton"" onclick = ""blankResponse()"">SKIP</button><p style=""font-size: 2.4rem""><u><b>Current Answer:</b></u></p><br><br><div id=echoed_txt style=""font-size: 5rem; color:blue;""><b></b></div></div>",enter,ospan,retrieval,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,67,532582,0.0-46.0-0.0-2.0-4.0,NA,NA,NA,3.0,"[""Y"",""J"",""P""]","[""Y"",""J"",""P""]",1.0,3.0,"['<font color=""green"">Y</font>', '<font color=""green"">J</font>', '<font color=""green"">P</font>']",,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1045.4000000953674,"['<p style=""font-size:44px"">Letters:<br><br><br><font color=""green"">Y</font> <font color=""green"">J</font> <font color=""green"">P</font></p><br><br>']",0,ospan,practice_feedback,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,68,534142,0.0-46.0-0.0-2.0-5.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
2014.7999999523163,"<div class = 'left_align' style='font-size: 3.25rem; line-height: 1.3;'>Now you will practice doing the <b>symmetry judgment part</b> of the experiment.<br><br>A black and white grid picture will appear on the screen and you have to judge if it is <br>symmetrical or asymetrical.<br><br>A picture is 'mirror' symmetrical if its left half is identical to the right half when flipped.<br>Here are examples of a symmetrical and an asymetrical picture:<br><br><center><img src='Stimuli/img/symm_instructions_extra.png' style='height:420px; width:900'></img></center><br>To judge symmetry, imagine you were to fold each picture down the middle, like a book –<br>would the left half match the right half when folded onto each other?<br><br></div><br>",0,ospan,instruct,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,69,536158,0.0-46.0-1.0-0.0-0.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1356.7000000476837,"<div class = 'left_align' style='font-size: 3.25rem; line-height: 1.3;'>When you have viewed the picture and determined whether it is symmetrical or not,<br>you can <b>click the Yes or No button</b> below to answer.<br><br>If you take longer than 15 seconds, it will continue automatically<br>and record the answer as an error.</div><br>",0,ospan,instruct,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,70,537774,0.0-46.0-1.0-0.0-1.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
696.5999999046326,"<div class = 'left_align' style='font-size: 3.25rem; line-height: 1.3;'>It is <b>very</b> important that you make the symmetry judgment correctly.<br><br>It is also important that you try and judge the picture as quickly as you can.<br><br>When you are ready, click on the button below to try some practice problems.</div><br><br><br><br>",0,ospan,instruct,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,71,538726,0.0-46.0-1.0-0.0-2.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
2007.0,,,ospan,symmetry,B1HLVkDf5kTStdRy2EiJcpEcbk72,symmetry-judgement-task,72,541557,0.0-46.0-1.0-1.0-0.0,,,,,,,,,,1.0,1.0,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<p style=""color:green; font-size: 35px"">Correct</p>",,ospan,feedback,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,73,542319,0.0-46.0-1.0-1.0-1.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
2128.0,,,ospan,symmetry,B1HLVkDf5kTStdRy2EiJcpEcbk72,symmetry-judgement-task,74,547101,0.0-46.0-1.0-1.0-2.0,,,,,,,,,,1.0,1.0,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<p style=""color:green; font-size: 35px"">Correct</p>",,ospan,feedback,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,75,547866,0.0-46.0-1.0-1.0-3.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1559.0,,,ospan,symmetry,B1HLVkDf5kTStdRy2EiJcpEcbk72,symmetry-judgement-task,76,552083,0.0-46.0-1.0-1.0-4.0,,,,,,,,,,1.0,1.0,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<p style=""color:green; font-size: 35px"">Correct</p>",,ospan,feedback,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,77,552849,0.0-46.0-1.0-1.0-5.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1401.7999999523163,"<p style=""font-size: 3rem;"">You responded correctly on 3 of 3 symmetry judgments. Good job!</p><br><br>",0,ospan,practice,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,78,556254,0.0-46.0-1.0-2.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
3842.7000000476837,"<div class = 'left_align' style='font-size: 3.25rem; line-height: 1.3;'>Now you will practice doing both parts of the experiment at the same time.<br><br>In the next practice set, you will be given one grid picture to judge.<br>Then letter will appear on the screen. Try to remember the letter.<br><br>It is <b>very important</b> to make the symmetry judgment as quickly and accurately as possible.<br><br>Just as before, once you have make the symmetry judgment, you can click Yes or No.<br><b>Note that you will no longer see Correct or Incorrect feedback.</div><br><br><br><br>",0,ospan,instruct,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,79,560350,0.0-46.0-2.0-0.0-0.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1313.5999999046326,"<div class = 'left_align' style='font-size: 3.25rem; line-height: 1.3;'>After the letter goes away, another grid picture will appear, and then<br>another letter.<br><br>At the end of each set of letters and grids, you will recall the letters to the best<br>of your ability. Remember, try your best to get the letters in the correct order.<br><br>It is important to <b>quickly</b> and <b>accurately</b> make the symmetry judgments.</div><br><br><br><br>",0,ospan,instruct,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,80,561926,0.0-46.0-2.0-0.0-1.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
9808.5,"<div class = 'left_align' style='font-size: 3.25rem; line-height: 1.3;'>On the feedback screen, if you are not doing well at the symmetry judgments,<br>you will also see a warning in the middle. This indicates your percent <br>correct for the grid pictures for the entire experiment.<br><br>It is <b>very</b> important for you to keep accuracy at least at 85%: <u>We can only use<br>data where the participant was at least 85% accurate on the judgments.</u> Therefore,<br> please try your best to perform well on the symmetry judgments, <b>at the same time</b><br>doing your best to recall as many letters as possible.<br><br>Click the button to try some practice problems.</div><br><br><br><br>",0,ospan,instruct,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,81,571990,0.0-46.0-2.0-0.0-2.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<p style=""font-size:75px;"">...</p>",,ospan,iti,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,82,573255,0.0-46.0-2.0-1.0-0.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
2089.0,,,ospan,symmetry,B1HLVkDf5kTStdRy2EiJcpEcbk72,symmetry-judgement-task,83,576484,0.0-46.0-2.0-1.0-1.0-0.0,,,,,,,,,,1.0,1.0,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<div style=""font-size: 10rem; color: #0000FF"">K</div>",,ospan,letter,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,84,577487,0.0-46.0-2.0-1.0-1.0-1.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
2311.0,,,ospan,symmetry,B1HLVkDf5kTStdRy2EiJcpEcbk72,symmetry-judgement-task,85,581716,0.0-46.0-2.0-1.0-1.0-2.0,,,,,,,,,,1.0,1.0,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<div style=""font-size: 10rem; color: #0000FF"">Q</div>",,ospan,letter,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,86,582727,0.0-46.0-2.0-1.0-1.0-3.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1364.0,,,ospan,symmetry,B1HLVkDf5kTStdRy2EiJcpEcbk72,symmetry-judgement-task,87,585999,0.0-46.0-2.0-1.0-1.0-4.0,,,,,,,,,,1.0,1.0,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
,"<div style=""font-size: 10rem; color: #0000FF"">H</div>",,ospan,letter,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,88,587001,0.0-46.0-2.0-1.0-1.0-5.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
3772.0,"<div class = numbox><p style=""font-size: 2.4rem"">Please recall the letters you saw to the best of your ability. If you do not remember a particular letter, use the SKIP button.<br><b>(When you are ready to lock in your answer, press ENTER)</b></p><button id = button_1 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>C</div></div></button><button id = button_2 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>G</div></div></button><button id = button_3 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>H</div></div></button><button id = button_4 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>J</div></div></button><button id = button_5 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>K</div></div></button><button id = button_6 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>L</div></div></button><button id = button_7 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>N</div></div></button><button id = button_8 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>P</div></div></button><button id = button_9 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>Q</div></div></button><button id = button_10 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>R</div></div></button><button id = button_11 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>S</div></div></button><button id = button_12 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>Y</div></div></button><button class = clear_button id = ""ClearButton"" onclick = ""clearResponse()"">BACKSPACE</button><button class = blank_button id = ""BlankButton"" onclick = ""blankResponse()"">SKIP</button><p style=""font-size: 2.4rem""><u><b>Current Answer:</b></u></p><br><br><div id=echoed_txt style=""font-size: 5rem; color:blue;""><b></b></div></div>",enter,ospan,retrieval,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-keyboard-response,89,591525,0.0-46.0-2.0-1.0-2.0-0.0,NA,NA,NA,3.0,"[""K"",""Q"",""H""]","[""K"",""Q"",""H""]",1.0,3.0,"['<font color=""green"">K</font>', '<font color=""green"">Q</font>', '<font color=""green"">H</font>']",,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
1212.7000000476837,"['<p style=""font-size:44px"">Letters:<br><br><br><font color=""green"">K</font> <font color=""green"">Q</font> <font color=""green"">H</font></p><br><br><p style=""font-size:30px"">Symmetry:<br><br><font color=""green"">100%</font></p><br><br>']",0,ospan,practice_feedback,B1HLVkDf5kTStdRy2EiJcpEcbk72,html-button-response,90,593245,0.0-46.0-2.0-1.0-2.0-1.0,,,,,,,,,,,,{{%PROLIFIC_PID%}},13:40:00,04/04/2024
