trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,exp_name,exp_stage,test_part,subjectID,databaseID,counterbal,choice_stimuli_1,choice_stimuli_2,pattern_stimuli,rewarded_answer,correct_answer,feedback_duration_times,stim_left,stim_right,pair,leftright_counter,trial,response_correct,response_rewarded,chosen_stim,counter,displayed_choice,feedback_durations,ITI_duration,prolificID,start_time,date
pavlovia,0,596,0.0-0.0,,,,,,,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,1,3598,0.0-1.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,pre_fixation,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,2,6600,0.0-2.0-0.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",,delaylearn,learning,trial,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,4.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,3,7603,0.0-2.0-1.0,,<div style='font-weight: bold; font-size: 75px; color: red;'>Missed Trial <br><br><br><br> Please respond faster</div>,,delaylearn,learning,display_response,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,Missed trial,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,4,7604,0.0-2.0-2.0,,,,delaylearn,learning,feedback_duration_window,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,0.0,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,5,7609,0.0-2.0-3.0,,,,delaylearn,learning,feedback_image_window,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,6,9855,0.0-3.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,,2245.0,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,7,12857,0.0-4.0-0.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",,delaylearn,learning,trial,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,4.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,8,13859,0.0-4.0-1.0,,<div style='font-weight: bold; font-size: 75px; color: red;'>Missed Trial <br><br><br><br> Please respond faster</div>,,delaylearn,learning,display_response,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,Missed trial,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,9,13865,0.0-4.0-2.0,,,,delaylearn,learning,feedback_duration_window,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,0.0,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,10,13871,0.0-4.0-3.0,,,,delaylearn,learning,feedback_image_window,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,,,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
html-keyboard-response,11,16331,0.0-5.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,O0q8KNnDEdRfC5BGcnjv0xFH3yI2,,,,,,,,,,,,,,,,,,,1646.0,6346e69ebd7bbf2cda8fa8e0,16:53:07,27/03/2024
