trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,exp_name,exp_stage,test_part,subjectID,databaseID,counterbal,choice_stimuli_1,choice_stimuli_2,pattern_stimuli,rewarded_answer,correct_answer,feedback_duration_times,stim_left,stim_right,pair,leftright_counter,trial,response_correct,response_rewarded,chosen_stim,counter,displayed_choice,feedback_durations,ITI_duration,labels,prolificID,start_time,date
pavlovia,0,565,0.0-0.0,,,,,,,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,1,3573,0.0-1.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,pre_fixation,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,2,4891,0.0-2.0-0.0,1314.699999999255,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,1.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,3,5897,0.0-2.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_2.png,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,4,8909,0.0-2.0-2.0,,,,delaylearn,learning,feedback_duration_window,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,3000.0,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,5,10420,0.0-2.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: red;'>0 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,6,12181,0.0-3.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,1751.0,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,7,14610,0.0-4.0-0.0,2426.800000000745,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,1.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,1.0,2.0,0.0,0.0,2.0,0.0,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,8,15618,0.0-4.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_2.png,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,9,18628,0.0-4.0-2.0,,,,delaylearn,learning,feedback_duration_window,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,3000.0,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,10,20141,0.0-4.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: red;'>0 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,11,22373,0.0-5.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,2221.0,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,12,22871,0.0-6.0-0.0,496.1000000014901,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px;""></div></div>",j,delaylearn,learning,trial,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,1.0,images/demo_images/choice_trial_1.png,images/demo_images/choice_trial_2.png,images/demo_images/pattern_1.png,j,f,3000.0,1.0,2.0,20.0,0.0,3.0,0.0,1.0,2.0,10.0,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,13,23886,0.0-6.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-left:608px;""></div></div>",,delaylearn,learning,display_response,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_2.png,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,14,26893,0.0-6.0-2.0,,,,delaylearn,learning,feedback_duration_window,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,3000.0,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,15,28405,0.0-6.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
html-keyboard-response,16,30014,0.0-7.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,uaPkyq1T8ZZtcNIBrOTk9IIKedM2,,,,,,,,,,,,,,,,,,,1595.0,,65e73b7d7433345462101dc7,16:45:42,27/03/2024
