trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,exp_name,exp_stage,test_part,subjectID,databaseID,counterbal,choice_stimuli_1,choice_stimuli_2,pattern_stimuli,rewarded_answer,correct_answer,feedback_duration_times,stim_left,stim_right,pair,trial,response_correct,response_rewarded,chosen_stim,counter,displayed_choice,feedback_durations,ITI_duration,labels,rest_warning,prolificID,start_time,date
pavlovia,0,530,0.0-0.0,,,,,,,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,1,3533,0.0-1.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,pre_fixation,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,2,4595,0.0-2.0-0.0,1060.699999988079,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",j,delaylearn,learning,trial,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,5.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,1.0,1.0,1.0,1.0,10.0,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,3,5605,0.0-2.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-left:608px;""></div></div>",,delaylearn,learning,display_response,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_1.png,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,4,8617,0.0-2.0-2.0,,,,delaylearn,learning,feedback_duration_window,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,3000.0,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,5,10131,0.0-2.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,6,11738,0.0-3.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,,1598.0,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,7,12742,0.0-4.0-0.0,1002.1000000238419,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",j,delaylearn,learning,trial,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,5.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,2.0,1.0,1.0,1.0,20.0,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,8,13750,0.0-4.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-left:608px;""></div></div>",,delaylearn,learning,display_response,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_1.png,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,9,16752,0.0-4.0-2.0,,,,delaylearn,learning,feedback_duration_window,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,3000.0,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,10,18256,0.0-4.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,11,19991,0.0-5.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,,,,,,,,,,,,,,,,,,1727.0,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
html-keyboard-response,12,20608,0.0-6.0-0.0,615.8000000119209,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,VyAircIRMjS4AZt6yDct5uKKu4Y2,VyAircIRMjS4AZt6yDct5uKKu4Y2,5.0,images/demo_images/choice_trial_1.png,images/demo_images/choice_trial_2.png,images/demo_images/pattern_1.png,j,f,3000.0,1.0,2.0,20.0,3.0,1.0,0.0,1.0,20.0,,,,,,607d6e86f96c147cf2b3223c,12:47:08,26/02/2024
