exp_name,exp_stage,subjectID,databaseID,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,response_string,response_times,question_order,prolificID,start_time,date
all,fullscreen,ovnWophWexXwImvo2CLUpySNmkZ2,ovnWophWexXwImvo2CLUpySNmkZ2,lmdlab-fullscreen,0,5661,0.0-0.0,,,,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
delaylearn,instructions,ovnWophWexXwImvo2CLUpySNmkZ2,ovnWophWexXwImvo2CLUpySNmkZ2,lmdlab-rest-trial,1,70223,0.0-1.0,64057.19999998808,"<p style='font-size: 3.4rem; line-height: 1.4'><br><br><br><b>Welcome to the experiment!</b><br><br><br>Today, there are two sets of self-report questionnaires,<br>with a number memory task in-between.<br><br>From participants in this study, we will be opening slots for a follow-up study.<br><br>In the follow-up, starting tomorrow, you can join a<br>study where you will win bonus money based on how well you<br>learn to choose lucky pictures.<br><br>Participants in the follow-up will earn a bonus of £3,<br>plus up to another £6 based on performance in that session.<br><br></p><br><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
delaylearn,survey,ovnWophWexXwImvo2CLUpySNmkZ2,ovnWophWexXwImvo2CLUpySNmkZ2,lmdlab-html-vas-response,2,75665,0.0-2.0,3897.0,How <b>happy</b> are you right now?,0.964429826048625,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
delaylearn,instructions,ovnWophWexXwImvo2CLUpySNmkZ2,ovnWophWexXwImvo2CLUpySNmkZ2,lmdlab-rest-trial,3,153755,0.0-3.0,77578.70000000298,"<p style='font-size: 3.4rem; line-height: 1.4'><br><br><br>First, you will complete a first set of self-report questionnaires.<br><br><br><br>These answers are <b>extremely</b> important for our research project.<br><br><br><b>It will be very very helpful if you can focus on these questions.</b><br><br><br>This part should take less than 6 minutes.<br><br></p><br><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,introduction,ovnWophWexXwImvo2CLUpySNmkZ2,,html-button-response,4,159226,0.0-4.0-0.0-0.0,5468.0999999940395,"<p style=""font-size: 3rem; line-height: 1.2"">This part involves the completion of several questionnaires<br> about mood and personality.<br><br><br>Please read the instructions for <b>each set of questions</b>,<br>and then <b>carefully</b> answer each question.<br><br><br>Please note that the <b>instructions and options change</b><br>for different questionnaries.<br><br><br>Also, some questions check whether you are paying attention.<br><br><br><br>This part has <b>five</b> short questionnaires.<br><br><br><br><b>Thank you for doing your best!</b><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,BIS,ovnWophWexXwImvo2CLUpySNmkZ2,,html-button-response,5,173857,0.0-4.0-1.0-0.0-0.0,14627.199999988079,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> People differ in the ways they act and think in different situations.
This is a test to measure some of the ways in which you act and think.
Read each statement and select the option that describes you.
Do not spend too much time on any statement. Answer quickly and honestly.</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,BIS_12,ovnWophWexXwImvo2CLUpySNmkZ2,ovnWophWexXwImvo2CLUpySNmkZ2,lmdlab-survey-likert,6,306708,0.0-4.0-1.0-0.0-1.0,,,,"{""BIS6"":0,""BIS14"":0,""Catch"":0,""BIS17"":1,""BIS19"":0,""BIS22"":0,""BIS25"":0}","{""trialStart"":363738.700000003,""BIS6"":2490,""BIS14"":4641.79999999702,""Catch"":11873.59999999404,""BIS17"":72009.70000000298,""BIS19"":122217.59999999404,""BIS22"":125481.79999999702,""BIS25"":130465.59999999404}","[0,1,2,3,4,5,6]",652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,STAI,ovnWophWexXwImvo2CLUpySNmkZ2,,html-button-response,7,334497,0.0-4.0-1.0-1.0-0.0,27786.59999999404,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> A number of statements which people have used to describe themselves are
given below. Read each statement and then rate according to the labels to
indicate <b>how you generally feel</b>.<br>
There are no right or wrong answers. Do not spend too much time on any one
statement but give the answer which seems to describe how you generally feel.</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,STAI,ovnWophWexXwImvo2CLUpySNmkZ2,,lmdlab-survey-likert,8,560174,0.0-4.0-1.0-1.0-1.0,,,,"{""STAI1"":2,""STAI3"":3,""STAI4"":3,""STAI6"":2,""STAI7"":3,""STAI8"":0,""STAI9"":0,""STAI10"":3,""STAI11"":0,""STAI12"":0,""STAI13"":3,""STAI14"":3,""Catch"":0,""STAI15"":0,""STAI16"":3,""STAI17"":0,""STAI18"":0,""STAI19"":2,""STAI20"":0,""BDI5"":0,""LOTR1"":0,""RRQ3"":1}","{""trialStart"":524379.200000003,""STAI1"":2585.7000000029802,""STAI3"":4002.5999999940395,""STAI4"":180066.29999999702,""STAI6"":182504.5,""STAI7"":183665.5,""STAI8"":187176.70000000298,""STAI9"":190160.59999999404,""STAI10"":191768.70000000298,""STAI11"":194401,""STAI12"":195768.5,""STAI13"":197320.59999999404,""STAI14"":198937.20000000298,""Catch"":201040.39999999106,""STAI15"":202528.39999999106,""STAI16"":204744.5,""STAI17"":206912.89999999106,""STAI18"":211097.09999999404,""STAI19"":213219.09999999404,""STAI20"":215960.29999999702,""BDI5"":218001.5,""LOTR1"":220056.70000000298,""RRQ3"":223064.39999999106}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,GAD7,ovnWophWexXwImvo2CLUpySNmkZ2,,html-button-response,9,566123,0.0-4.0-1.0-2.0-0.0,5943.0999999940395,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> Over the <u>last two weeks</u>, how often have you been bothered by the following problems?</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,GAD7,ovnWophWexXwImvo2CLUpySNmkZ2,,lmdlab-survey-likert,10,579737,0.0-4.0-1.0-2.0-1.0,,,,"{""GAD1"":0,""GAD2"":0,""GAD3"":0,""GAD4"":0,""GAD5"":0,""GAD6"":0,""GAD7"":0}","{""trialStart"":756000.799999997,""GAD1"":2027.2000000029802,""GAD2"":2810.9000000059605,""GAD3"":4506.9000000059605,""GAD4"":5971,""GAD5"":7604.79999999702,""GAD6"":8931.90000000596,""GAD7"":10259.79999999702}","[0,1,2,3,4,5,6]",652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
survey,MASQ_7,ovnWophWexXwImvo2CLUpySNmkZ2,,html-button-response,11,582554,0.0-4.0-1.0-3.0-0.0,2811.7999999970198,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> Below is a list of feelings, sensations, problems, and experiences that people sometimes have.
Read each item and then choose the response that best describes how much you have felt or
experienced things this way during the <b>past week, including today</b>.</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0.0,,,,652832e467c738f9e3cb4975,5:20:08 AM,1/15/2024
