exp_name,exp_stage,subjectID,databaseID,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,response_string,response_times,question_order,rest_warning,span,answer,correct,correct_full,span_history,q_name,choice_idxs,prolificID,start_time,date
all,fullscreen,OR360hnKhyVcjkwZzNkXqszoGEI2,OR360hnKhyVcjkwZzNkXqszoGEI2,lmdlab-fullscreen,0,3371,0.0-0.0,,,,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
delaylearn,instructions,OR360hnKhyVcjkwZzNkXqszoGEI2,OR360hnKhyVcjkwZzNkXqszoGEI2,lmdlab-rest-trial,1,30495,0.0-1.0,26615.10000000056,"<p style='font-size: 3.4rem; line-height: 1.4'><br><br><br><b>Welcome to the experiment!</b><br><br><br>Today, there are two sets of self-report questionnaires,<br>with a number memory task in-between.<br><br>From participants in this study, we will be opening slots for a follow-up study.<br><br>In the follow-up, starting tomorrow, you can join a<br>study where you will win bonus money based on how well you<br>learn to choose lucky pictures.<br><br>Participants in the follow-up will earn a bonus of £3,<br>plus up to another £6 based on performance in that session.<br><br></p><br><br><br><br>",0,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
delaylearn,survey,OR360hnKhyVcjkwZzNkXqszoGEI2,OR360hnKhyVcjkwZzNkXqszoGEI2,lmdlab-html-vas-response,2,39628,0.0-2.0,7581.0,How <b>happy</b> are you right now?,0.6412037037037037,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
delaylearn,instructions,OR360hnKhyVcjkwZzNkXqszoGEI2,OR360hnKhyVcjkwZzNkXqszoGEI2,lmdlab-rest-trial,3,49349,0.0-3.0,9211.400000000373,"<p style='font-size: 3.4rem; line-height: 1.4'><br><br><br>First, you will complete a first set of self-report questionnaires.<br><br><br><br>These answers are <b>extremely</b> important for our research project.<br><br><br><b>It will be very very helpful if you can focus on these questions.</b><br><br><br>This part should take less than 6 minutes.<br><br></p><br><br><br><br>",0,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
survey,introduction,OR360hnKhyVcjkwZzNkXqszoGEI2,,html-button-response,4,60300,0.0-4.0-0.0-0.0,10948.5,"<p style=""font-size: 3rem; line-height: 1.2"">This part involves the completion of several questionnaires<br> about mood and personality.<br><br><br>Please read the instructions for <b>each set of questions</b>,<br>and then <b>carefully</b> answer each question.<br><br><br>Please note that the <b>instructions and options change</b><br>for different questionnaries.<br><br><br>Also, some questions check whether you are paying attention.<br><br><br><br>This part has <b>five</b> short questionnaires.<br><br><br><br><b>Thank you for doing your best!</b><br><br><br>",0,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
survey,STICSA,OR360hnKhyVcjkwZzNkXqszoGEI2,,html-button-response,5,76103,0.0-4.0-1.0-0.0-0.0,15801.100000000559,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> You will see a list of statements which can be used to describe how people feel.
Below each statement are four options which indicate how often each statement
is true of you. Please read each statement carefully and select the option which best indicates
how often, <b>in general</b>, the statement is true of you.</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
survey,STICSA,OR360hnKhyVcjkwZzNkXqszoGEI2,,lmdlab-survey-likert,6,122455,0.0-4.0-1.0-0.0-1.0,,,,"{""STICSA2"":0,""STICSA6"":0,""STICSA7"":0,""STICSA8"":0,""STICSA12"":1,""STICSA14"":0,""Catch"":3,""STICSA15"":1,""STICSA18"":0,""STICSA20"":0,""STICSA21"":1}","{""trialStart"":104986.59999999963,""STICSA2"":10594.700000000186,""STICSA6"":11830.200000000186,""STICSA7"":19073.400000000373,""STICSA8"":20178.400000000373,""STICSA12"":24920.5,""STICSA14"":27110.300000000745,""Catch"":31360.10000000056,""STICSA15"":33680.90000000037,""STICSA18"":37398.200000000186,""STICSA20"":39628.40000000037,""STICSA21"":44099.40000000037}","[0,1,2,3,4,5,6,7,8,9,10]",,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
survey,STAI,OR360hnKhyVcjkwZzNkXqszoGEI2,,html-button-response,7,127754,0.0-4.0-1.0-1.0-0.0,5294.5999999996275,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> A number of statements which people have used to describe themselves are
given below. Read each statement and then rate according to the labels to
indicate <b>how you generally feel</b>.<br>
There are no right or wrong answers. Do not spend too much time on any one
statement but give the answer which seems to describe how you generally feel.</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
survey,STAI,OR360hnKhyVcjkwZzNkXqszoGEI2,,lmdlab-survey-likert,8,214024,0.0-4.0-1.0-1.0-1.0,,,,"{""STAI1"":2,""STAI3"":1,""STAI4"":1,""STAI6"":2,""STAI7"":3,""STAI8"":0,""STAI9"":1,""STAI10"":2,""STAI11"":1,""STAI12"":1,""STAI13"":1,""STAI14"":2,""Catch"":0,""STAI15"":1,""STAI16"":0,""STAI17"":1,""STAI18"":1,""STAI19"":2,""STAI20"":0,""BDI5"":3,""LOTR1"":1,""RRQ3"":2}","{""trialStart"":156636.2000000002,""STAI1"":5122.899999999441,""STAI3"":8247.299999999814,""STAI4"":13562,""STAI6"":16194.5,""STAI7"":20163,""STAI8"":22382.700000000186,""STAI9"":27436.299999999814,""STAI10"":28732.200000000186,""STAI11"":32891.5,""STAI12"":34298.39999999944,""STAI13"":39210.700000000186,""STAI14"":41220.09999999963,""Catch"":45480.09999999963,""STAI15"":47167.700000000186,""STAI16"":53951.200000000186,""STAI17"":57306.59999999963,""STAI18"":62691.5,""STAI19"":63937.200000000186,""STAI20"":70437.20000000019,""BDI5"":72327.29999999981,""LOTR1"":78303.59999999963,""RRQ3"":82271.89999999944}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
survey,AES,OR360hnKhyVcjkwZzNkXqszoGEI2,,html-button-response,9,220589,0.0-4.0-1.0-2.0-0.0,6561.899999999441,"<p style=""font-size: 2.5rem"">In the next short questionnaire, the instructions are:<br><br><br></p><p style=""font-size: 3rem; line-height: 1.3; color: #000080; max-width: 60ch""> For each question, choose the answer that best describes your
thoughts, feelings, and actions during the <b>past 4 weeks</b>.</p><br><br><br><p style=""font-size: 2.5rem""> Thank you for your continued attention and focus!</p><br><br><br>",0,,,,,,,,,,,,5c742ed3b80b460016bd0361,11:27:54,15/01/2024
